Tipo_embalaje,Peso,Tipo_manipulacion,Lugar_procedencia,Temp_almacenamiento,Largo,Ancho,Altura,Protocolo
3,35.4,1,3,2,80,50,49,1
1,190.7,1,3,2,77,10,69,1
2,34.4,1,2,2,48,42,16,1
1,171.7,1,1,2,38,64,69,1
2,37.2,2,1,1,58,81,68,2
3,188.6,2,1,1,16,34,45,2
1,150.1,1,1,1,95,6,23,2
2,206.7,1,1,1,95,68,100,2
1,124.2,2,4,2,98,13,24,2
2,49.6,1,4,1,80,69,58,2
2,174.1,2,3,1,31,64,86,2
2,229.2,2,1,2,54,89,73,2
3,243.8,1,1,2,92,78,33,1
1,13.2,2,3,1,35,81,18,2
1,117.1,2,3,1,33,34,44,2
3,213.4,2,1,1,98,92,63,2
1,189.3,2,3,2,88,93,78,2
3,240.8,1,2,1,52,75,66,2
2,245.3,2,1,2,29,92,57,2
1,203.2,1,4,1,37,19,83,2
2,199.6,2,4,2,13,92,41,2
1,71.8,2,3,2,87,92,50,2
2,244.6,2,3,1,40,20,34,2
2,0.9,1,1,1,84,82,99,2
2,56.4,2,4,2,84,18,66,2
3,179.7,1,4,1,21,84,42,2
2,235.4,2,4,2,83,60,71,2
2,57.9,1,4,1,67,28,77,2
1,97.8,2,1,1,65,98,47,2
3,121.3,1,4,2,23,44,98,1
1,220.9,2,3,2,96,48,32,2
1,96.6,2,1,1,48,10,36,2
3,8.7,2,1,1,30,79,95,2
1,40.3,1,4,1,50,75,33,2
3,206.3,2,4,2,12,58,90,2
3,13,2,1,1,15,38,77,2
1,96.4,2,2,1,67,64,93,2
1,219,2,1,1,72,45,54,2
1,37.3,1,2,2,59,61,30,1
3,163.8,2,3,2,59,46,17,2
2,88.6,2,1,2,86,39,23,2
2,89.4,2,3,2,69,80,53,2
1,104.4,1,3,1,83,50,38,2
1,62.2,2,3,1,93,17,59,2
1,22.8,1,1,1,11,98,83,2
2,99.8,2,3,2,6,45,59,2
1,38.9,2,1,2,94,17,11,2
2,133.2,2,2,2,38,25,10,2
3,19.6,1,4,1,72,28,69,2
1,97.8,1,3,2,23,36,33,1
2,55.6,1,4,2,35,63,99,1
1,80.3,2,4,2,74,17,49,2
1,28.3,1,3,1,58,87,59,2
2,107.8,2,2,1,34,82,43,2
3,200.2,1,1,2,71,68,72,1
2,98.6,2,3,1,52,62,68,2
3,215.3,1,4,1,62,36,42,2
3,73.7,1,2,2,76,52,12,1
3,244.6,2,2,1,20,41,59,2
3,114.5,2,3,1,50,74,7,2
3,29.5,2,4,2,53,14,45,2
1,89.3,2,3,2,18,15,100,2
1,226.1,2,3,2,16,69,8,2
2,74.1,2,1,1,74,67,100,2
2,247.4,2,2,2,97,82,89,2
2,118.7,1,2,2,99,34,78,1
3,225.5,2,2,2,76,77,38,2
3,149.1,1,3,2,63,75,63,1
2,180.8,2,3,2,79,36,76,2
3,182.8,1,4,2,70,39,36,1
3,204.8,1,3,2,69,76,75,1
2,85.3,1,4,2,26,84,39,1
1,87.4,1,3,2,44,94,92,1
2,176.4,1,4,1,25,49,86,2
2,222.2,1,4,2,15,75,35,1
2,113.3,1,2,2,6,12,75,1
2,69.1,2,2,2,30,32,96,2
2,49.4,1,2,2,80,48,63,1
1,239,2,1,2,94,13,10,2
3,146.9,1,1,1,53,25,23,2
1,107.6,1,3,2,17,92,79,1
1,232.5,1,1,2,14,78,53,1
2,191.2,1,3,1,17,30,68,2
2,229.9,1,2,2,47,59,17,1
3,90.2,2,2,1,39,57,6,2
2,49.4,2,2,1,87,13,42,2
2,66,2,4,1,70,20,42,2
2,67.1,2,3,1,47,54,63,2
3,175.1,2,2,1,71,13,66,2
1,31.8,1,1,2,50,7,48,1
3,236.7,1,1,2,70,90,9,1
2,244.5,1,4,2,97,8,61,1
1,149.8,1,1,1,100,26,43,2
1,104.3,1,4,1,91,51,50,2
2,42.4,2,3,1,55,96,53,2
3,32.1,1,2,1,68,58,13,2
3,168.7,1,3,2,27,34,10,1
1,40.3,1,3,1,58,61,9,2
3,179.4,1,1,2,17,65,63,1
2,151.7,1,4,1,86,22,58,2
3,31.4,2,4,1,91,54,90,2
2,90.3,1,4,1,29,68,7,2
3,222,2,4,2,24,99,65,2
2,1.4,1,1,1,53,79,76,2
1,23.2,1,2,2,99,93,70,1
1,64.3,2,3,1,17,54,15,2
1,172.4,2,2,2,9,42,52,2
1,227,2,3,1,61,79,86,2
1,150,2,2,1,68,91,25,2
2,166.6,2,1,2,7,60,76,2
2,107.5,2,4,1,61,35,52,2
1,46.8,1,4,2,13,56,89,1
2,238.9,2,4,1,67,22,54,2
2,232.8,2,3,2,83,72,44,2
2,171.3,2,4,1,10,92,85,2
2,227.7,2,2,1,47,22,73,2
3,98.2,1,1,2,7,72,74,1
3,24.3,2,1,2,33,60,51,2
2,214.1,2,2,1,11,46,62,2
2,175.2,1,1,1,16,53,73,2
1,185.4,2,2,2,25,64,33,2
2,206,1,3,1,70,7,37,2
2,24.5,1,4,2,47,69,72,1
1,7.1,1,3,2,37,81,73,1
2,157.1,2,3,2,35,75,29,2
3,244.6,2,1,2,58,7,48,2
3,125.2,2,3,1,57,55,20,2
3,118.9,2,1,1,43,65,16,2
2,123.6,2,1,1,58,50,65,2
2,12.3,1,4,1,6,75,61,2
2,57.7,2,1,1,95,64,44,2
3,225.9,1,3,2,64,58,61,1
3,193.9,2,4,2,72,57,67,2
2,48.4,2,2,1,51,72,27,2
3,68.1,2,4,2,97,23,50,2
1,120.5,2,1,1,13,95,87,2
2,6.9,1,3,2,22,56,48,1
1,1.4,2,3,1,41,37,36,2
1,207.1,2,1,2,30,35,10,2
2,14.9,2,2,2,46,35,46,2
3,188,2,1,1,70,32,30,2
1,95.3,1,2,1,30,100,83,2
2,42.6,1,3,1,24,32,5,2
1,146.8,1,3,1,68,54,32,2
3,54.2,1,2,2,59,90,45,1
1,50.1,1,1,1,78,97,39,2
1,225.4,1,4,1,52,51,30,2
1,27.4,2,1,1,87,88,31,2
3,65.2,1,1,1,25,65,60,2
1,79.4,2,3,1,84,45,51,2
2,188.3,2,1,2,41,7,50,2
2,225.4,1,3,1,28,100,29,2
3,101.1,2,4,2,90,5,11,2
3,205.4,2,4,1,24,76,73,2
1,16.2,1,3,1,45,83,47,2
1,143.8,1,2,1,15,90,84,2
3,93.8,1,4,2,44,76,62,1
2,124.5,2,2,2,6,20,74,2
3,54.6,2,2,2,61,58,71,2
2,242.5,2,2,1,43,8,14,2
1,184.7,2,4,2,90,75,20,2
3,90.3,2,3,2,72,50,88,2
1,138,1,3,1,89,33,14,2
1,227.2,2,3,1,23,42,95,2
2,208.5,2,2,2,80,71,98,2
1,58.2,1,4,1,26,16,13,2
2,116.8,1,3,2,28,31,69,1
2,148.5,1,3,1,35,40,29,2
2,129.6,1,3,2,55,75,92,1
2,83.3,1,4,2,5,61,30,1
1,237.2,2,1,2,52,64,85,2
3,43.2,1,4,2,84,8,15,1
2,4.7,2,1,1,54,12,96,2
1,42.1,1,3,2,84,37,75,1
3,155.7,1,4,1,8,5,59,2
2,132.6,1,2,1,83,41,61,2
3,103.4,2,4,1,51,82,27,2
2,231.3,2,1,1,45,77,13,2
2,129.4,2,3,2,63,51,16,2
2,66.6,1,3,1,57,73,23,2
2,152.1,2,4,1,61,26,70,2
3,66.3,1,3,1,91,55,23,2
2,91.8,1,1,2,78,74,12,1
3,135.7,2,3,2,35,55,32,2
2,231.2,2,2,1,95,42,37,2
1,45.9,1,4,2,19,87,48,1
2,231.5,2,1,1,38,22,40,2
1,70,1,3,1,16,37,26,2
2,18.7,1,3,2,5,35,32,1
3,186.4,1,4,1,24,87,6,2
3,66.4,1,2,2,52,68,88,1
2,190.5,2,1,1,15,73,99,2
3,141.2,1,4,1,17,65,64,2
1,120.1,2,2,2,8,11,53,2
1,175.5,1,4,1,30,75,80,2
1,167.7,2,1,1,14,88,94,2
3,105.5,2,2,2,18,38,77,2
3,232.2,2,4,2,34,91,82,2
3,199.8,1,3,2,36,41,28,1
2,169.4,1,1,2,37,11,96,1
2,76.4,2,1,2,95,37,100,2
3,22.6,2,2,1,91,100,62,2
2,43.7,2,3,1,69,26,88,2
3,48.4,1,2,2,32,18,87,1
1,249.6,1,2,2,25,60,85,1
1,21.1,2,3,2,62,88,45,2
1,14.9,2,2,1,72,87,20,2
1,86.7,2,4,2,61,77,80,2
3,140.3,1,2,1,22,100,44,2
2,223.1,1,4,1,91,98,81,2
3,58.1,2,4,1,71,43,9,2
3,227.8,1,2,2,47,19,22,1
1,232.5,2,1,2,11,44,39,2
1,217,1,4,2,64,14,44,1
1,46.2,2,3,1,64,40,84,2
1,101.9,2,1,1,26,49,8,2
2,231,2,1,2,57,93,53,2
2,87.2,1,4,2,35,63,71,1
1,89.4,1,1,2,98,58,56,1
2,42.5,1,4,1,58,41,33,2
1,156.2,1,1,1,8,5,97,2
3,86.3,1,3,2,39,70,13,1
1,199.2,1,4,1,75,23,55,2
2,206.7,1,2,1,21,8,58,2
3,26.7,2,1,2,34,20,68,2
3,153.1,2,2,1,23,34,73,2
1,133.8,2,4,2,19,86,100,2
3,80.6,1,3,1,22,83,68,2
2,59.5,1,3,1,22,98,38,2
2,4.6,2,4,1,29,84,11,2
2,152.9,1,3,1,64,43,28,2
2,33.9,2,3,2,93,60,59,2
2,81.5,1,1,2,23,29,23,1
1,123,2,3,1,97,53,57,2
2,11.8,1,3,1,43,24,71,2
1,125.9,2,1,2,70,56,90,2
3,14.3,1,3,2,35,28,79,1
3,176,1,2,1,75,32,98,2
2,76.8,2,1,1,28,78,27,2
1,149.3,1,2,1,23,28,42,2
1,249.6,1,4,2,71,80,81,1
2,38.6,2,4,1,64,31,59,2
2,70.1,1,1,2,33,88,31,1
2,242.1,2,2,2,22,75,47,2
3,172.4,2,4,1,69,14,52,2
2,56.9,2,3,2,40,98,24,2
2,224.3,1,4,2,41,12,32,1
2,9.3,2,3,1,25,38,89,2
2,116.5,2,1,2,71,43,37,2
2,32.9,1,1,1,24,11,6,2
1,27,1,3,1,26,18,10,2
3,65.1,1,4,2,72,49,70,1
3,140.4,2,4,2,66,26,66,2
3,102.6,1,3,1,58,7,64,2
1,186.1,1,2,2,34,92,75,1
1,225.4,2,2,2,77,83,78,2
1,200.6,2,4,1,55,38,76,2
1,246,2,4,1,39,29,9,2
3,14,1,4,2,93,72,87,1
1,191,1,3,1,98,25,61,2
3,214.4,1,3,1,9,32,19,2
2,69,2,2,1,31,68,10,2
1,138.5,2,2,1,24,35,52,2
3,103.4,2,2,2,84,60,79,2
3,48.7,2,2,1,66,94,76,2
1,36.1,2,1,1,83,60,7,2
1,36.5,1,3,1,17,78,73,2
1,245.1,1,4,1,85,85,32,2
1,201.4,1,1,1,15,22,87,2
3,43.1,2,4,2,24,43,41,2
1,163.7,2,1,2,89,91,75,2
2,134,1,3,2,17,53,93,1
1,243.6,1,2,1,55,16,70,2
2,8.5,1,4,2,18,54,37,1
1,0.8,2,3,1,67,32,81,2
1,246.3,1,2,1,59,54,96,2
1,119.2,1,3,1,54,63,9,2
2,20.2,2,3,1,37,31,99,2
1,74.9,1,3,2,52,65,20,1
3,78.5,2,4,1,26,60,49,2
1,4.6,1,4,1,14,64,38,2
2,19.5,1,4,2,92,96,51,1
2,186.8,1,4,1,70,74,14,2
3,5.6,2,2,2,43,64,20,2
1,43.1,2,4,1,74,74,10,2
2,1.2,2,2,2,35,85,68,2
2,135.4,1,1,2,41,48,20,1
3,215.2,2,1,1,41,80,22,2
1,32.8,2,1,1,29,30,19,2
1,56.4,1,3,2,24,64,6,1
2,106.9,1,2,2,68,10,22,1
2,196.5,1,1,1,32,51,54,2
2,114.1,2,3,1,77,38,8,2
3,213.6,1,1,2,72,38,37,1
2,121.1,1,2,2,56,88,5,1
2,153.9,1,1,1,21,79,66,2
1,226.2,1,3,1,49,93,57,2
2,19.1,1,2,2,89,24,53,1
3,79.9,2,2,2,87,38,100,2
3,53.1,1,2,1,93,27,15,2
2,38.2,2,3,2,41,45,77,2
2,86.4,2,3,1,14,5,9,2
2,236,1,4,1,26,29,83,2
1,48.9,2,3,1,20,42,39,2
2,116,1,3,2,36,25,59,1
3,249.8,2,4,1,26,34,98,2
3,38.2,2,4,2,74,14,91,2
3,38.9,1,1,1,91,64,39,2
1,162.6,2,1,1,65,29,67,2
1,3.6,1,4,1,44,10,65,2
2,129.6,2,3,2,47,82,90,2
1,67.5,2,4,1,46,79,71,2
3,218,1,3,2,85,81,53,1
2,121.6,2,3,1,84,69,49,2
1,233,1,2,1,19,9,21,2
2,94,2,4,2,99,54,12,2
3,151.4,2,4,2,26,100,98,2
1,229.9,2,2,1,60,83,88,2
2,125.1,1,3,1,56,75,63,2
3,71.6,1,4,1,21,61,31,2
1,197.6,1,3,2,26,67,100,1
1,241.1,1,1,2,40,72,46,1
3,168.8,1,1,1,13,74,100,2
3,98,2,3,1,69,78,83,2
1,167.4,2,3,1,32,26,44,2
1,184.7,2,2,1,59,96,22,2
1,189.6,2,3,2,52,21,97,2
1,170.9,2,3,2,76,41,19,2
1,95.5,1,4,1,27,9,24,2
1,81,2,1,2,73,32,60,2
3,216.6,1,4,2,54,57,87,1
3,140.2,2,4,2,17,11,69,2
2,128,1,1,2,88,98,50,1
3,131,1,1,1,67,51,48,2
1,60.4,2,1,2,84,90,31,2
1,48.4,2,4,2,87,8,25,2
3,164.3,2,1,2,87,44,77,2
2,194.3,1,1,2,50,20,71,1
3,217.5,1,4,2,53,64,37,1
2,180.8,1,3,2,24,15,32,1
3,43.8,2,3,1,41,81,23,2
2,78.3,1,2,1,9,37,16,2
3,249,2,3,2,40,6,47,2
3,222.7,1,2,2,75,84,53,1
1,56.7,1,3,1,53,22,27,2
1,243.4,2,3,1,76,47,38,2
2,7.6,1,2,1,81,43,39,2
2,122.8,1,2,2,9,25,10,1
2,60.7,2,4,2,81,96,54,2
2,98.5,1,2,2,7,72,30,1
2,21.2,1,2,1,39,9,66,2
3,222.3,2,4,1,82,46,99,2
1,66,2,3,1,11,100,45,2
3,174.9,2,1,2,36,63,94,2
3,228.7,2,4,2,20,45,6,2
3,18.3,2,1,2,19,6,83,2
2,243.5,1,2,2,14,11,59,1
1,133.3,1,1,1,64,70,63,2
2,112.7,2,2,2,83,12,38,2
3,83.7,2,3,2,32,21,82,2
3,177,2,3,1,75,60,94,2
1,22.3,2,3,2,54,39,77,2
1,202,2,4,2,78,98,62,2
2,197.8,2,4,1,15,5,78,2
3,231.9,1,2,2,81,41,6,1
3,228.5,2,1,2,29,75,67,2
2,228.9,2,1,2,10,68,58,2
1,161,2,1,1,55,95,16,2
2,127.6,1,4,1,50,91,54,2
2,142.5,1,2,1,53,25,26,2
2,138,2,3,2,85,46,38,2
1,145.5,2,3,1,66,7,97,2
2,118.6,2,2,2,37,21,46,2
3,78.7,2,4,1,69,8,5,2
2,48.8,2,4,1,23,50,76,2
1,98.5,1,2,2,91,83,27,1
1,86,1,3,1,79,19,69,2
1,129.2,1,1,1,69,90,73,2
3,43,1,4,2,79,32,44,1
1,174.8,2,2,1,11,5,92,2
2,5,1,2,2,98,82,16,1
3,148.7,2,4,1,60,81,68,2
1,193.9,2,3,1,85,22,60,2
1,195.5,2,3,2,83,55,35,2
1,20.9,2,4,2,15,98,57,2
2,201.6,1,1,2,9,87,69,1
3,140.9,1,4,1,86,90,20,2
2,86.2,1,2,2,34,42,18,1
1,116.4,2,1,2,29,33,29,2
2,241.2,2,1,2,24,78,34,2
1,173.2,1,1,2,95,32,82,1
3,72.2,2,1,1,94,69,66,2
3,38.7,2,3,2,10,32,73,2
3,168.9,1,3,2,40,32,94,1
2,233.7,2,2,1,50,59,20,2
1,146.6,2,3,2,54,48,6,2
3,96,1,4,1,13,19,90,2
3,249.3,2,4,2,77,59,95,2
1,152.5,2,3,1,67,10,100,2
1,244.4,1,4,1,47,16,97,2
3,192.7,2,3,1,27,62,85,2
2,43,2,4,1,37,68,5,2
2,184.1,2,4,1,70,8,39,2
2,227.8,1,1,2,37,49,77,1
1,245.5,2,3,2,27,53,6,2
1,106.5,2,2,1,49,14,53,2
3,246.2,1,4,2,10,7,57,1
3,163.6,2,3,1,5,74,15,2
2,95.6,1,4,2,51,6,31,1
1,170,2,2,1,37,67,90,2
1,161.9,1,3,2,74,84,80,1
1,66,1,1,1,76,35,90,2
2,127.2,2,3,2,98,94,69,2
3,25.1,2,2,2,5,44,53,2
3,209.1,1,2,1,69,59,43,2
3,151,1,1,1,20,98,99,2
1,133.8,1,4,2,81,61,47,1
1,89.2,2,2,2,21,96,44,2
2,10.3,2,3,2,43,35,70,2
2,87.7,1,2,2,71,69,99,1
3,241.9,1,3,2,73,83,57,1
1,35.4,1,2,1,43,33,94,2
3,193.9,1,2,2,32,76,81,1
2,180.2,1,1,2,7,87,42,1
1,37.2,1,4,1,87,98,84,2
1,164.7,2,3,1,67,34,68,2
2,36.5,1,4,2,9,90,20,1
3,45.3,2,4,1,6,53,35,2
3,4.1,1,4,2,87,88,77,1
1,163.6,1,1,1,43,80,95,2
3,234.4,1,3,2,7,48,40,1
2,37.3,1,2,2,85,71,7,1
1,29.3,2,3,1,75,69,8,2
2,139.4,1,2,1,23,16,23,2
1,54.8,1,1,1,21,68,48,2
3,204,1,2,1,32,72,87,2
2,158.5,1,4,1,49,87,8,2
1,73.2,2,2,1,80,10,21,2
3,104.2,2,4,1,13,12,80,2
1,63.4,1,1,2,52,54,84,1
1,82.4,2,3,1,45,42,31,2
2,23,2,3,1,82,13,64,2
2,111.6,1,2,1,48,55,66,2
1,214.3,1,1,2,29,46,89,1
2,188.2,1,1,2,99,48,62,1
3,113.5,2,4,1,52,88,11,2
3,195.3,2,2,1,42,76,64,2
3,11.8,2,1,2,48,80,24,2
3,58.3,2,1,2,81,37,45,2
1,33,2,2,2,68,26,30,2
1,61.5,1,3,1,30,89,72,2
2,0.2,1,2,2,75,41,30,1
2,151.3,2,3,1,85,8,28,2
2,96.2,1,2,2,84,14,33,1
2,122.4,2,1,1,88,42,62,2
2,25.8,1,3,1,38,48,35,2
3,147.8,1,3,1,36,32,80,2
1,220.9,1,3,1,19,8,57,2
1,169.4,2,1,1,16,36,20,2
1,234,1,3,1,96,33,20,2
3,164.5,1,4,1,77,54,34,2
2,109.9,2,4,1,13,43,44,2
2,144.8,1,3,2,11,55,68,1
2,24.7,2,2,1,17,75,81,2
3,150.9,1,2,1,15,30,45,2
3,44.4,2,2,1,24,30,100,2
1,133.9,2,4,2,6,47,41,2
1,216.9,1,1,2,59,11,8,1
3,230.5,2,3,1,67,36,42,2
2,144.1,2,4,1,59,81,67,2
3,86.8,2,4,1,93,13,66,2
2,168.3,1,3,2,43,51,70,1
2,93,2,2,1,69,91,47,2
3,243.3,2,3,2,42,96,84,2
1,98.3,2,1,2,16,68,100,2
3,158.8,2,3,2,22,39,54,2
1,199.4,2,1,2,83,15,65,2
2,120.3,2,2,2,27,50,71,2
3,38,1,3,1,44,75,36,2
1,196.4,2,3,1,79,58,86,2
3,38.7,2,3,2,87,10,80,2
3,86.9,2,1,2,19,42,66,2
1,36.2,2,4,2,21,98,88,2
2,244.6,1,4,1,71,25,94,2
3,155.6,2,2,1,90,73,37,2
3,204.3,1,4,2,60,31,84,1
1,36.5,1,1,2,40,77,56,1
3,15.6,1,2,2,19,73,64,1
3,98.1,2,1,1,70,73,65,2
1,185.4,2,4,1,82,7,56,2
1,110.3,2,2,1,45,61,16,2
3,82.8,2,1,1,78,59,87,2
3,226.5,2,1,2,76,28,17,2
1,189.8,2,2,1,69,12,21,2
3,84.6,1,3,1,43,62,27,2
2,119.2,2,1,1,97,11,81,2
1,183.9,2,2,1,37,44,34,2
2,170.8,1,3,2,83,19,18,1
2,91.8,2,1,2,93,56,15,2
2,179.3,1,1,1,89,76,58,2
3,56.9,1,2,1,89,90,44,2
1,121.9,1,4,1,69,5,100,2
1,83.9,2,1,2,23,24,17,2
2,4.5,1,3,2,9,42,60,1
1,112,2,1,1,25,83,65,2
3,180.2,2,4,2,89,95,47,2
2,212.6,2,2,1,15,75,14,2
1,153.6,2,1,1,49,97,28,2
3,224.5,1,1,2,69,34,46,1
3,66.6,2,2,1,15,8,52,2
1,230,2,2,1,51,62,39,2
1,71.8,1,3,1,39,27,57,2
3,231,1,2,1,51,5,39,2
3,51,2,1,2,50,89,28,2
1,215.1,2,1,1,100,87,83,2
2,20.8,1,1,2,69,83,48,1
2,30.3,1,3,1,45,8,70,2
3,142.7,1,2,2,39,35,42,1
3,101.6,2,2,2,68,6,59,2
1,122.4,1,1,2,84,79,19,1
1,195.4,1,2,1,19,32,61,2
1,34.4,2,2,1,62,97,80,2
3,0.3,1,4,2,92,82,84,1
2,93.4,1,2,2,65,64,41,1
2,91.7,1,2,2,69,6,17,1
1,72.5,1,1,2,8,37,61,1
3,184.6,2,4,1,69,82,63,2
2,69.3,1,2,1,98,68,51,2
1,237.5,1,3,2,84,39,79,1
1,164.4,1,4,1,28,60,80,2
1,55.6,1,3,1,15,29,32,2
3,222.6,1,3,1,65,84,31,2
1,90.5,1,4,2,16,30,32,1
3,83.3,1,3,1,14,55,58,2
3,114.2,2,4,2,46,71,41,2
1,114.4,2,1,2,13,71,83,2
2,178.3,1,4,2,87,24,25,1
2,154,2,3,1,96,50,30,2
2,228.2,2,2,2,78,10,12,2
1,80.1,1,1,2,5,45,44,1
3,27.2,2,2,2,10,25,38,2
2,85.6,2,3,2,83,27,44,2
2,188.7,2,1,1,8,96,33,2
3,178.5,2,4,2,41,63,5,2
1,69.1,2,3,2,83,74,69,2
2,69.2,1,2,1,60,98,12,2
1,134.2,1,2,1,89,84,62,2
3,7.2,2,2,2,81,33,65,2
2,187.9,2,2,2,57,53,26,2
3,134,1,1,1,77,55,63,2
1,232.7,1,2,1,33,73,30,2
3,5,2,2,2,21,31,42,2
3,71.7,2,3,2,97,32,84,2
2,5.8,2,1,1,50,41,47,2
2,186.2,2,2,1,77,88,71,2
2,208.1,1,4,1,54,8,69,2
3,121.7,2,1,2,15,35,80,2
2,38.8,2,3,2,24,69,46,2
3,85,2,4,2,59,51,59,2
1,181.5,2,4,2,91,63,68,2
3,119,1,4,1,53,26,30,2
3,165.2,2,3,1,12,10,83,2
3,140.2,1,1,2,67,56,7,1
3,177.8,2,4,2,93,9,64,2
2,135,2,1,2,68,68,75,2
2,140.5,1,4,2,9,58,16,1
2,224.8,2,3,1,51,21,94,2
3,43.3,1,1,1,93,23,28,2
1,40.9,1,3,2,10,94,19,1
2,164.6,1,4,1,63,28,21,2
3,25.1,1,1,1,21,89,68,2
3,121.7,1,1,2,27,55,86,1
2,95.7,1,4,1,45,65,62,2
2,147.1,2,3,2,83,20,48,2
3,241.8,1,4,2,36,80,66,1
2,119.3,1,2,2,26,43,52,1
3,4.9,1,2,1,19,76,76,2
3,35,2,3,1,32,97,81,2
1,117.9,1,3,1,35,65,95,2
3,122.5,1,4,1,42,93,17,2
1,137.4,1,2,2,53,78,47,1
2,192.9,1,2,2,94,35,82,1
1,209,1,4,1,69,83,54,2
2,177.8,2,4,2,20,74,92,2
1,80.2,2,2,1,53,100,76,2
2,171.7,1,1,1,14,91,97,2
2,156.2,2,1,1,59,75,36,2
2,112.5,1,4,2,22,20,78,1
2,2,1,3,2,91,63,77,1
1,185.2,1,1,1,10,69,16,2
1,239.7,2,1,2,55,83,29,2
1,124.2,1,3,2,64,61,47,1
3,247.2,1,1,2,50,61,30,1
2,127.1,1,4,2,92,76,94,1
2,138.4,2,3,1,64,78,89,2
1,205.1,1,1,2,60,6,64,1
3,27.8,2,4,1,69,21,62,2
3,55.3,2,3,1,14,72,9,2
1,32.5,1,1,2,64,60,42,1
1,214.8,1,4,2,89,28,36,1
1,125.3,2,2,1,29,13,54,2
1,163.3,1,4,2,86,87,85,1
2,224.4,1,1,1,10,84,19,2
2,199.4,1,1,2,53,40,90,1
3,184.4,1,3,1,44,92,100,2
1,55,1,1,2,55,12,40,1
3,79.4,2,3,2,95,80,29,2
1,48.7,2,1,2,56,100,27,2
1,88.1,1,4,1,58,17,43,2
2,40.2,1,2,1,20,45,65,2
1,49.4,1,2,1,31,5,31,2
2,170,2,3,1,92,90,72,2
3,96.9,2,4,1,6,62,26,2
3,1.7,2,1,1,99,24,46,2
3,222.7,2,3,2,38,20,42,2
2,166.8,2,4,2,49,31,62,2
3,137.7,2,3,1,26,57,63,2
1,195,2,4,2,99,40,48,2
1,238.4,1,3,1,96,10,8,2
3,46.1,1,2,1,40,21,16,2
2,8.2,1,3,2,98,90,85,1
1,124.2,2,4,2,100,43,88,2
1,98.7,2,4,2,21,38,8,2
3,115.1,1,3,2,75,72,40,1
2,207.6,1,3,2,43,31,67,1
2,113.8,2,2,1,35,71,86,2
1,100,1,4,1,21,45,100,2
3,233.2,2,2,2,39,33,11,2
3,106,2,3,2,66,96,80,2
3,9.5,2,2,1,66,57,47,2
3,55.3,2,2,2,50,62,61,2
2,119.7,1,3,2,31,39,39,1
3,107.2,1,3,2,67,36,30,1
3,153.4,2,3,2,42,65,61,2
2,27.3,2,2,2,98,73,19,2
1,192.4,1,4,2,59,47,46,1
3,211.2,1,3,2,64,92,45,1
3,83.9,2,4,1,74,78,15,2
3,117.2,2,4,1,79,66,27,2
3,169.1,2,3,1,30,62,30,2
3,24.2,2,4,1,48,69,43,2
2,72.1,1,4,1,17,8,100,2
3,26,1,2,2,36,100,8,1
1,28.4,2,4,2,80,74,44,2
3,6.4,1,3,2,29,59,22,1
1,111.6,1,4,1,16,62,44,2
3,247.8,2,1,1,98,57,65,2
1,79.9,2,1,1,18,98,78,2
2,215.9,1,2,1,32,62,10,2
2,7.6,2,1,1,62,24,21,2
2,91.2,1,1,2,80,84,51,1
3,94.1,1,1,1,88,37,91,2
3,85.1,2,4,1,90,41,12,2
1,190.3,2,1,1,48,32,61,2
3,78.6,2,2,1,85,44,69,2
2,150.3,2,1,1,57,5,5,2
1,72.2,1,3,2,55,47,19,1
2,155.4,1,4,1,33,13,59,2
1,140.5,1,3,1,76,66,39,2
3,72.4,1,2,2,19,95,28,1
1,174.3,2,1,1,33,77,93,2
1,121.6,2,1,1,41,83,49,2
3,116.7,1,3,1,72,99,13,2
3,106,2,4,1,36,36,11,2
2,38.8,2,4,1,35,64,87,2
1,114.8,1,1,1,10,87,21,2
1,43.8,2,3,2,56,13,78,2
2,120.5,2,1,2,27,71,7,2
2,222.5,1,2,2,5,40,17,1
3,14.8,1,4,2,100,95,20,1
2,131.6,1,3,1,56,14,74,2
2,16.4,2,1,1,99,50,85,2
3,55.1,1,4,1,66,38,79,2
1,102.7,2,4,2,36,49,11,2
3,129.3,2,4,2,83,23,19,2
3,249.9,1,2,2,94,13,17,1
3,197.8,2,4,1,46,15,73,2
2,66.5,1,3,2,69,91,9,1
1,43.1,2,1,2,6,19,19,2
2,199.6,2,3,2,77,84,40,2
2,114.5,2,3,1,38,99,98,2
2,14.4,1,4,1,96,54,10,2
3,33.8,1,4,2,85,62,70,1
2,102.4,2,1,2,52,64,35,2
2,57.5,1,1,2,37,37,27,1
3,96.2,1,4,2,70,60,62,1
3,202.5,2,3,2,8,37,83,2
2,217.1,1,1,1,32,44,99,2
3,245.5,2,1,1,30,74,82,2
3,74.9,2,2,1,49,65,51,2
2,210.9,1,2,1,91,38,28,2
2,57.5,2,2,2,85,65,51,2
1,67.7,2,4,2,78,23,29,2
1,225.4,2,2,2,44,61,76,2
3,16.3,1,2,1,65,97,7,2
2,203.6,2,4,1,52,19,89,2
3,211.6,2,3,1,60,87,14,2
2,143.7,1,1,2,83,27,69,1
1,82.9,2,4,1,53,32,73,2
1,148.1,2,2,1,79,85,11,2
3,170.1,1,3,1,70,53,80,2
2,106.4,2,3,1,83,64,25,2
3,248.7,1,3,1,36,59,75,2
